event,date,person,quote
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,BREANNA STEWART,"But just continuing to stick together, and I think also, the biggest thing behind it is like not getting too high or too low, you know. Things are going to seem bigger than what they are because they are playing at home, and I'm sure Minnesota said the same thing when they are playing here."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,BREANNA STEWART,"But yeah, we like to go on the road."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,SABRINA IONESCU,"Yeah, obviously I stayed up watching the game, not too late laughter."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,SABRINA IONESCU,"But it was a nail-biter. But I mean, after they won the way that they did, today I was like, yeah, I'm going to wear my Oregon shoes because I wanted to embody that tough, gritty win that they pulled off, which is probably one of the biggest wins that our program has had there."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,SABRINA IONESCU,"A lot of things didn't go right for them and they just continued to fight and stay together and grind out a really big win. I was like, all right, I want to bring that energy with me today on the court and kind of do the same thing."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,SABRINA IONESCU,So I think I'm going to wear the same shoes again on Wednesday.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 13,SANDY BRONDELLO,Lucky shoes.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,We are the first team in WNBA playoff history to be down 15 and come back and win the game. So that ranks really high.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"I think it defines our team in terms of being able to get through difficult times. That's what we say, we've been talking about, all these interviews we've been given, that's what we are talking about You have to be mentally tough and resilient. You have to look inward and not blame other people, and give each other confidence."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"And we were that team. You know, thrilled that we could hang in there."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,"I mean, he believes in us like we believe in ourselves. I think we have such a tight-knit circle with our families involved as well, and we all know what we can do in that. We never give up."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,He embodies all of our families. They all believe that we can come back and we can win and we can stay composed and hopefully win. The basketball gods were on our side tonight.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,"Honestly, whatever the folks want to call me, I'm with whatever. As long as they're showing love. If you show me love, you can call me whatever."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,"That's just a testament to how we believe in each other. We have so many great three-point shooters, and the fact that these girls are out here trying to get me the ball, I mean, I could cry. This is amazing. I love it."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,"I say that all the time, and I don't say that for fun. These people I'm around, we believe in each other so much. It's crazy, man. I'm happy to be here."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"From a basketball standpoint, Courtney recognized that she had to get more aggressive. Not pick up her dribble. Her team needed her to be aggressive to go score the basketball. We needed some help. Phee got going as well. But Courtney has been around for a while. She has been in Finals games, and she knows her team needed her to get aggressive."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,"I think just taking it one possession at a time. We've been in situations where we've been down before, and that's when we really lean on our defense. That's something we were talking about, getting three stops in a row, chipping at it a little bit at a time. Not thinking about the point difference, but thinking about the possession that we need to get a stop and a score. That's just what we were talking about at halftime."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,"Just every game, I try to go out and impact defensively. Especially when they are going on a run like that, they have amazing offensive players, and so trying to be as disruptive as I can."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,It just goes in preparation. Our coaches do a great job of preparing us and playing tendencies and just playing defense.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,"Again, they are great offensive players. They are going to make plays. I just have to make it as hard as I can."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,I don't know where it ranks. It's 1 right now because we are here. I like to be where my feet are planted. So it's 1 right now.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"I'm just happy she made a clutch free throw, if you go and look --"
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,Laughing.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"That helped her a little bit, clutch free throws, that was good."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,COURTNEY WILLIAMS,I messed that up laughing.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,I didn't feel that way. Those are your words.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"We know it's a long series. Nothing is won in the first quarter. It was not the first quarter that we were hoping for. What our narrative was in the timeouts was just we had to find our footing. Find our footing defensively, and we did the second quarter. We held them to 12 after giving up 32. We went into halftime in good shape."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"No question about it, the second-chance points are really, really disappointing. That could have really cost us, and we were very, very fortunate that we overcame that. But defensively, we knew what we had to get done. Once our offense improved a little bit and we stopped turning the ball over."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,But they played terrific. I thought New York played terrific. Their pace was terrific. They run so many great things. They are unique in what they do. They found JJ repeatedly. She had a tremendous game. We had to overcome a lot.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"And then you look up at the end, and you know, we held them below 40 percent, which is monumental. A lot of that was obviously late. We got big stops when we needed them. Repeatedly, whether ball is going out of bounds or 5050 balls, referees, whatever happens, jump balls, fouls, all that stuff, we just had to be gritty at the end. We had to get stops to win and that's what I'm proud of."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"Well said. Alanna is one of our highest WARP players, if you're into analytics. She's one of our highest. You know, like you said, she's not going to wow you. She's not going to fly around, scoring the ball, making post moves. It's not her. But what she does for our team, both offensively and defensively, it's not underappreciated, I can tell you that. It's a little bit understated. People have to really watch to recognize what she does for us. Fighting through. Every night, she's playing against the opposing team's big, and she's not big. And so if you look at the success that she has in doing that, it's the reason why we're sitting here today in the Finals. She's Second Team All-Defense, along with Collier as Defensive Player of the Year. Those two are the heart and soul of our defense."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"That last possession, I think we learned from an earlier playoff game when we were down how we wanted to play that last possession. And so being aggressive and getting the three ball and do what we had to do, if one didn't go in, you know, get as many chances as we could get."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"If the bigs weren't rebounding, might as well go small. Couldn't get any worse, right? What we wanted was a couple ball handlers, get downhill, try to get some easier stuff and pace, etc. That was actually, I don't know if it was Katie Smith or Rebekkah Brunson, but it was something that they asked for and it was a really good call."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,"Yeah, it felt like we got a second chance. Obviously you don't want to be put in that position. Wish I wouldn't have fouled. Wish it wouldn't have been called, whatever it was."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,"But yeah, you're not thinking about that in the second. You're just thinking making sure they didn't get the rebound, making sure we're boxing out and going to our next play. So yeah, that's what I was thinking about."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,NAPHEESA COLLIER,I didn't know she was here.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"She was texting to the bench. A lot of the good stuff we did, she was sending laughter."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"The games that we were talking about, we were up. We were managing leads. We weren't finishing well. The fundamental difference is we were down. So obviously we finish games better when we're down, based on the playoffs."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CHERYL REEVE,"But that was what I was referring to, was managing leads better, playing all the way through to the end of the game."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,Welcome to Game 1 of the WNBA Finals. I'm excited to be here in New York City as the Liberty take on the Minnesota Lynx.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"As you all know, the Liberty and Lynx were the two best teams in the WNBA all year, with both at the top of the standings for much of the season. The Liberty, one of the league's original franchises, are making their second straight Finals appearance and looking to win their first WNBA championship. Obviously, they won the Commissioner's Cup the other year 2023. The Lynx, one of the most decorated franchises in WNBA history, are looking to win a league-record fifth title and are appearing in a record seventh Finals. They're looking to become the second team to sweep both the Commissioner's Cup and the WNBA Finals trophy."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"With Napheesa having such a career year, along with the play in New York with Sabrina and Stewie and the storylines about Leonie Fiebich, her first year in the league, All-Rookie Team, and free-agency signings in Minnesota with Courtney Williams and Alanna Smith and so many more storylines, I'm just excited to get this tipped off."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"The Finals mark the culmination of what I think is the most transformational year in the WNBA's history. You saw all the statistics we put out viewership, attendance, merch sales, digital engagement at or near record levels. To put it in perspective with a few stats that bring insight into what has happened, the WNBA has significantly outpaced the industry in average consumption of live games in 2024. Fans watched 30 percent more minutes on average of each WNBA game in the 2024 regular season."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Our games reached a record 54 million viewers in the 2024 regular season. Younger, more diverse audiences are imperative to the growth of the sports industry, and they flocked to the WNBA this season. Viewership by fans under 35 increased 211 percent, led by a 259 percent increase in viewership from Gen Z and millennial women."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Our focus on our direct-to-consumer platforms led to record-breaking content consumption and repeated fan engagement. WNBA App downloads surpassed 1 million this year, and monthly active users skyrocketed 252 percent. Social engagement increased nearly 300 percent across all of our league channels. There was an astounding 872 percent increase in WNBA App story views, which I know I watch my kids watching all the little stories that we put out there."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Last time we gathered for the Finals, in 2023, we had just announced the Golden State expansion franchise. Since then, we have announced two more expansion teams to begin play in 2026, Toronto and Portland, with one more team to begin play by no later than the 2028 season, to get us to 16 teams."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"This summer we signed a groundbreaking media rights deal that will grow the economics of our league and expand the reach and accessibility of our game for our fans, with additional WNBA media deals to come."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"As you know, early in the season, after seeing the growth trajectory we were on and with a challenging game footprint given the Olympics, we implemented full charter flights for the entire season plus playoffs."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"This growth has not come without growing pains. The hateful speech and threats directed at our players are troubling. That type of conduct is not representative of the WNBA's character or fan base. As a league, we stand united in condemning racism and all forms of hate. The WNBA is one of the most inclusive and diverse professional sports leagues in the world, and we will continue to champion those values."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We'll meet with the Players Association, the players, teams. We'll work together to expand and enhance our efforts and are going to approach this multidimensionally, utilizing technology, prioritizing mental health, reinforcing physical security and increasing monitoring. We know there's more work to be done, and as a league, we are fully committed to listening to the players and other stakeholders on this and other important issues."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Finally, before we get to your questions, we have some news to announce Starting next year with the 2025 WNBA season, the WNBA Finals presented by YouTube TV will be a best-of-seven format, replacing the current best-of-five format. The Finals will take on a 2-2-1-1-1 structure, in which the team with the higher seed will host Games 1, 2, 5 and 7, and its opponent will host Games 3, 4 and 6. This will give our fans a championship series format that they are accustomed to seeing in other sports."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We will also be changing our first round to a 1-1-1 setup for the best-of-three series. We have contemplated both these changes since the pandemic. We would have done it in the current year, but with the Olympic break this year, it wasn't possible. But now that we have charters throughout the season and playoffs, it's feasible. So to summarize, in 2025 we will have a best-of-three first round, five in the semifinals and seven in the WNBA Finals."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"In addition, the 2025 regular season will increase from 40 to 44 games per team. Honestly, the league's growth and increased demand for WNBA basketball made this the ideal time to expand the schedule, lengthen the Finals and provide fans more opportunities to see the best players in the world compete at the highest level."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I also want to take the opportunity to let you know that the WNBA Draft Lottery 2025 presented by State Farm will be broadcast on Sunday, November 17, at 5 p.m. Eastern on ESPN."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"With that, I want to thank you for your coverage this year. It really has made a difference. I really am very grateful to be standing here as the commissioner of a league that has been through so much. To have you all in this room and reporting on this league as you have all year, very grateful for that."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"With that, happy to answer any questions."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, first of all, there's no place in sports for this. Just continue to condemn it, continue to be a voice on this. Also, I think we have been already meeting with some technology providers. I think there are some technology solutions out there that we could deploy and employ. Of course, we want to meet with the players and see what they want to do around that. But there are some technology companies we've been meeting with to see what we can do. It just is something where we have to continue to be a voice for this, a voice against it, condemning it, and making sure that we find every opportunity to support our players, who have been dealing with this for much longer than this year, by the way. I think Sue Bird said that the other day very eloquently. We need to continue to see how we can support the mental health resources, physical security, cybersecurity."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We're going to attack it, as I said, multidimensionally. We're going to try to figure out how we can best work with the players as to how they want us to help solve this issue."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, well, next year we do not have any international competition. No FIBA World Cup and no Olympic break, so we should have a nice footprint. It's hard to start much earlier because we obviously have the college season. The college draft is such a great feeder system into the WNBA and creates a lot of excitement, as you've seen over the past few years and probably since the league started."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I think probably not starting much earlier. Certainly we're well into October by the time we finish the Finals, especially if we go to five games this year, next year seven. So we'll probably go a little bit later in October."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"But again, we'll have a decent footprint next year to fit in the 44. Remember, we have an additional team joining next year, in Golden State Valkyries. So I think it'll be great. We'll have obviously the condensed Commissioner's Cup a few weeks, culminating in that championship, as well."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I think next year will be a good footprint. We'll have to look at the following year because that is the FIBA World Cup year. Obviously, we'll be good in 2027, and then it'll be LA '28. It's a constant balancing of the schedule. I think we feel very good about where we'll be next year, for sure, on the footprint."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"So that date in November was draft lottery, not the draft. Yes."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"The Golden State Valkyries will pick fifth in each round. The lottery picks will be the four teams that you probably have already done the calculations on, but we'll obviously put a release out after this press conference on exactly that, and then the Golden State Valkyries will have the fifth pick in each round."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"It's a good question on what's next as it relates to our globalization platform. Obviously, we played Toronto, we played in Edmonton. That was kind of our Canada series. Now we'll have a team in Toronto starting in '26. Sure, we'd like to play in more places -- EMEA, Asia, Africa, Latin and South America, I know Mexico City has shown interest, as well as a variety of other cities across the world."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Obviously, I was in Paris for the Olympics this year. Thought it was amazing, the support for women's basketball there. I'll never forget on the Friday night when Belgium played France in the women's game. I'd say that was the best crowd that I saw watch a game there. Obviously, a lot of Belgians could drive there to Paris."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"It was great to see the growth of the game globally. I think our players represent such great role models to those communities in lifting women. I've admired what the NBA has done with their Global Games platform, playing around the world. I think we'll be on a path there as we get into 2025 and beyond."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"That will be something I'm sure in collective bargaining that we'll sit down with the players and Players Association. I think one thing that you noticed in the last year or two, particularly this year, a lot of our veterans were in camp, training camp. Obviously, they have to show up by May 1, and I think it was important. I think you saw the quality of the game in the first few weeks because of that. I also think you saw the quality of the Commissioner's Cup play, which is toward the front half of the season to give that some more relevance. Again, I'm sure it'll be something we continue to discuss and talk about."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, so again, we work with FIBA. We're working with all the constituents on how we can make this all work, where they can have vibrant, competitive seasons. We can have our vibrant, competitive season."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Obviously, some have moved their dates to end earlier to make sure that those vets -- remember, our prioritization rule does not apply to rookies in their first couple years, but for those vets to come over and play in the best league in the world."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"But we have a good relationship with FIBA. Working through with them. And again, I think in 2025 -- that's another impediment to starting earlier, to the question about starting earlier, not only the college draft and college season going into the beginning of April, we need to have a training camp, but also the Euro leagues, as well, play into April now, into May."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I think on balance, I think we all want to grow the game globally. I think it's going to come down to footprints and seasons and how we can do it, which is why most of what we're doing in expanding our season will be on the back end."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, absolutely. We're always scenario planning around a variety of different outcomes. Certainly, I engage with Nneka and Terri throughout the year, every month, every other week during the season. I really respect the player leadership. I think this is going to be an opportunity to listen to one another and take this league to the next level for generations to come."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We actually look forward to engaging in that now that we've kind of gotten the media deal we discussed, corporate partners, just everything. There's virtually not a sporting event you can turn on where one of our players is not in an ad spot. That was not happening five years ago. Look at Aliyah Boston and Sabrina and A'ja and so many of our players in these ad spots. I think that's a good sign, too, as we think about the future of this game and the future of the agreement between the Players Association and the owners."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, one thing that as a very long-term sports fan I know is that officiating and refereeing is always at the top of the fan's list, of the media's list. Obviously, we work hard on training. We work hard on consistency. Obviously, not every -- they're humans."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Looking at technology, basketball is a little more complex than tennis, for instance, around technology, of officiating. We're looking at a variety of different dimensions, but we'll continue training. We have a lot of veteran officials. You'll see them out here working the Finals. But we always know there's always work to do, always get better. We review in our Competition Committee meetings, officiating and points of emphasis and things like that."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We'll caucus with Bethany Donaphin, our head of league operations, and our referee operations, as well. We'll caucus to make sure we're putting out the best officiating we can."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"But I know it's a passionate issue. Every fan group -- I love when I go into market and every fan group I meet with, they usually wait and ask it as the last question of the night. But they do ask about officiating, which I appreciate the passion for that."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"So on your first question, we do hear from NBA players who are very interested in investing in WNBA teams. There's a lot of capital inflow coming into women's sports, as many of you are hearing and reading, and obviously we were one of the first and only to raise at the scale we did, 75 million back in 2022. We brought in former NBA players into that capital raise and former WNBA players into that capital raise. So yes, we do get interest from time to time."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Now, the NBA investments by those players is in independent teams, not in NBA-affiliated teams. So if you're still playing for an NBA team, you probably want to invest in the WNBA team with your affiliate, and you can't do that until you graduate, I'll call it, or retire from basketball. So we have a lot of interest from that perspective."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Then again, we want to listen to the players as to how they want to think about anything that we go to the bargaining table on, whether that's equity stakes or other issues that they might be interested in. We're certainly willing to listen. I think it is complicated when you have a Players Association versus the league versus the owners who are all small businesses, right. Well, 13, now we'll have 15 to 16, and they're each individual businesses. I think it's a little more complicated because there's no one equity stake. Like Unrivaled, it is one league with equity stake in, and it's not teams. We've got 12, soon to be 16, teams in a league. So it's a little more complicated, I think."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, it's certainly something that we look at for all of our teams every year, as well as you mentioned the expansion teams. I think my comments on the expansion teams were you want to make sure the expansion owners know, when you come into the league, it's a competitive league. Free agency is competitive now, and all of our owners are investing. You see investing in practice facilities and other player experiences. I think we want those expansion teams to come in and be the most successful they can."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I think, you may have a different view, but I think our current owners are all growing in the same direction as far as how they know they need to get free agents to build a championship squad. Obviously great rookies, too, become veterans later on."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I don't have a bias against any one team. Obviously, we have teams playing in different size arenas. You saw some teams upgrade those arenas for certain games this year, and I thought that was a sign and signal that as has attendance had a grown across the league that we can play in bigger arenas. I think when I came into this league, someone said you should all be playing in 5,000-seat arenas. Can you imagine what you're going to see out here tonight if that was in a 5,000-seat arena? No, there's going 17,000-plus people here. And we had our highest-attended game ever, over 20,000, in Washington this year."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I think we do have standards, by the way, across the board for facilities, practice facilities and things like that. The owners now know that there's an edge to showing a player investment in the things like facilities, et cetera, especially practice facilities."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I was in Phoenix for the All-Star Game this year taking a tour of their new practice facilities that they opened. Vegas has done it, Seattle has done it, Dallas is going to do it. I think Phoenix I mentioned, and Chicago is looking at upgrading. I think all of our -- we already had some great practice facilities already in the league in Indy, Minnesota, et cetera, and here in New York."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"I think, again, there's no -- we do have standards, but there's nothing where we're saying any one owner is not up to their standards today."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, so just in general for the 16th spot, as I've mentioned, the good news is we have a lot of demand from many cities. I'd say 10 or so, maybe even plus at this point, because I think the more people are watching the WNBA and seeing what we're growing here and seeing these players and the product on the court, more people are interested in having it in their cities. They see the economic impact of having a WNBA team in their city, the role model in the community these players represent."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"So I've said Philly is on the list, and Philly is on the list. Now that we have the three teams, two in '26, one next year, we're not in a huge rush. We'd like to bring it in in '27 or no later than '28, as I mentioned. So I'd say there's 10 to 12 cities that are very viable that we're evaluating, and we have a process. I'd say I don't have a deadline by which we have to name it because it'll be out to '27 or '28, but I would think in the next couple months or so we'll start -- now as we get into the offseason, we'll start taking a look at those that will go to the top of the list through our process."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Again, it's all the same types of things I've been talking about for the other three around arena, practice facility, player experience, committed long-term ownership group, city, demographics, psychographics, Fortune 500 companies based there. All the things we've been looking at in all of our cities and our data analysis. And then we've built some good relationships with some of the potential cities as they've started to engage with the league on an expansion team."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Yeah, I think if you look at the diversity of when we did our capital raise, you'll see a fair amount of diversity in the ownership group we brought in there, investor group."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"Obviously, we talk with our owners all the time about diversity in the coaching ranks, in their front office, back office, et cetera. You see every year we score very well in our report on that."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We have a lot of assistant coaches that have been previous WNBA players and represent a very diverse group, as well. We have all of our owners partnering with minority-owned businesses. We partner at the league with Mielle, who is one of our newer partners. Playa Society. I think one of our teams just got a Partake Foods jersey patch that's a minority-owned business."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"We're looking at it from all these angles, partnerships, ranks of our employee base and certainly the coaching diversity and coaching, as well. So it is important to us. There's not a Board of Governors meeting that we don't talk about this. As you know, we've made enormous progress especially in the assistant coaching ranks with former WNBA players by essentially focusing on this over the last couple years. Made enormous progress, which is why our report card is really good."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,CATHY ENGELBERT,"But it's something that you can never rest on, so I appreciate the question. We've had a couple coaches exit, so I think we have three open coaching spots. Obviously, the Golden State Valkyries announced their first head coach in their franchise history today. We have three open coaching spots. So we'll certainly be looking for our owners to have a diverse pool of candidates, and ultimately they'll make the decision on their head coaches."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,BREANNA STEWART,"But I think that this is a series. We wanted to really win, obviously, for home court. But the beauty is, we have another game on Sunday and we'll be ready."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,SANDY BRONDELLO,"Yeah, it's probably a lot of things. I could probably give you a better answer tomorrow. I just thought we went away from our principles of play. I think we had a great first quarter, and then they lifted up the energy and they outhustled us."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,SANDY BRONDELLO,"I think we forced some of the action. We weren't moving it good enough. We couldn't get downhill as much. You know, we missed a lot of shots. We missed a lot of shots."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 10,SANDY BRONDELLO,"Just the principles of play for us. How we want to play, get to the next action."
